airfoil_name,status,error,mu,ea,gj,ga22,ga33,ei22,ei33,tc2,tc3,sc2,sc3
mh110,ok,,37.686866174,730100302.55,256499.27769,1085413.609,65238083.158,719370.36546,54445122.12,0.21940107066,0.0022242263942,-0.022097520478,0.0071274602577
mh121,ok,,37.625952101,728920226.11,219149.43384,901356.97757,65103601.827,618076.16191,54147873.054,0.22408293427,0.02060651619,0.10754436753,0.029592253233
mh122,ok,,37.878507542,733812933.36,254510.16674,1044387.9789,65382812.925,728629.35135,55114767.339,0.2250774919,0.024488859693,0.10353539835,0.035759383722
mh150,error,Case failed and returned no VABS output.,,,,,,,,,,,
mh25,ok,,38.569558229,747200523.44,353308.06606,1167100.7955,66420808.205,932425.68186,58053997.467,0.23315740906,0.010665699441,0.15469284289,0.0171402268
mh22,ok,,36.401184112,705193034.9,132273.61119,641479.52141,63710001.512,370061.37348,49663916.676,0.20984358924,0.011613827101,0.02218893993,0.021464357548
miley,ok,,37.682832752,730022163.85,408452.28458,2100236.1044,64396731.903,1335805.5393,53749152.95,0.21249391243,0.031111562322,0.015212071304,0.058935075528
n22,ok,,39.47539786,764749177.81,475371.71812,1845763.0796,67459239.781,1405208.158,61784361.618,0.23439785359,0.045623769474,0.026888736796,0.072631410941
n63415,ok,,37.921914937,734653856.36,641153.78249,2461479.3222,64804998.229,1831047.2941,54767161.131,0.21470466843,0.016938799964,0.051845489264,0.024451327844
n64212,ok,,37.439922169,725316304.53,405164.18411,1547899.2583,64543389.508,1122612.993,53154512.998,0.21568988327,0.0084442412893,0.075797067537,0.012342653485
naca001064,ok,,38.934438731,754269282.19,337434.81801,1097952.1396,67108425.732,890133.03429,59764975.109,0.23674883309,-9.2203433987e-16,0.11458970966,2.9918331296e-09
naca1408,ok,,37.989325234,735959782.87,184910.53157,708026.51814,65902106.851,495776.4008,55874042.335,0.22797429433,0.006977911101,0.041958495696,0.011775964104
naca16006,ok,,38.067953109,737483025.36,108047.08206,377266.64628,66001746.662,275759.71754,56175577.485,0.23866071143,-2.7058888902e-15,0.22877618513,3.1138030853e-09
mh62,error,Case failed and returned no VABS output.,,,,,,,,,,,
naca2418,ok,,40.226419013,779298564.01,995647.24818,3144976.1645,68052548.38,3021784.3077,64759745.977,0.23140951434,0.013978011382,-0.010185451259,0.023655598533
naca2424,ok,,40.910989688,792560618.1,1727010.3763,5155075.7202,67878646.093,5582737.8159,66874914.12,0.22280977915,0.014410309804,-0.024979729928,0.023251884629
naca633618,ok,,38.570237917,747213690.91,925006.29324,3512559.1933,65199526.099,2715669.6856,57018844.827,0.21541631239,0.025482616266,0.047338980565,0.036568845025
naca643618,ok,,38.73920985,750487151.18,929274.43741,3444705.8211,65471104.673,2720872.2178,57756186.606,0.21850310561,0.025413582073,0.062988105721,0.036846584145
naca671215,ok,,39.20029622,759419687.42,805850.13964,2560678.6815,66821310.835,2185695.2436,60359060.679,0.23350773611,0.0083335857244,0.19145214865,0.012687903433
rc08n1,ok,,37.611243913,728635287.25,174686.05883,699497.17294,65341376.613,479502.61307,54308509.042,0.22409940369,0.009082407564,0.093215893136,0.017274815624
s2027,ok,,38.168797498,739436664.02,603677.25199,2357150.8536,65162698.437,1747716.8236,55793098.284,0.21759550145,0.019881085603,0.032334329025,0.03247362593
s2062,ok,,37.094787794,718630083.65,183931.20732,763473.28115,64464979.489,500083.38467,52121244.295,0.21574750537,0.012776951155,0.046972992911,0.019733683155
rae100,ok,,37.796900101,732231968.33,276992.04995,1098644.4033,65442225.421,760540.07373,54931017.359,0.21934801714,-3.4362790237e-10,-0.003536691973,-5.4354052151e-09
s2050,error,Case failed and returned no VABS output.,,,,,,,,,,,
s3021,ok,,37.817910424,732638997.22,253882.96769,1080757.625,65279438.531,734159.32006,54852588.461,0.2211624719,0.020344490825,0.029574904074,0.03499172023
s6061,ok,,37.01417293,717068347.62,233531.83095,958813.41181,64197678.327,640588.40546,51677167.991,0.21377014118,0.012437047728,0.051805195422,0.020568100671
s9032,ok,,37.333243899,723249647.24,217757.61983,906532.97339,64851921.567,593579.90309,53116736.383,0.21535139997,2.0874152732e-08,-0.013249995191,-2.5864945686e-08
sd8020,ok,,38.297628147,741932475.05,303648.89384,1115103.8958,66093040.365,824774.60461,56950444.145,0.22677724492,9.063405611e-07,0.024176842593,1.667764884e-06
sg6043,error,Failed to read VABS output: C:\Users\tian50\work\dev\msg-examples\examples\airfoil_cross_sections\evals_skin_gfrp_001\sg6043\airfoil_cs.sg.k,,,,,,,,,,,
s9033,ok,,36.420406979,705565435.76,138024.06138,646349.69637,63822714.045,372525.75451,49813647.411,0.20646592214,1.7355389076e-08,-0.033064867428,-2.1932183027e-08
usa40,ok,,38.63862189,748538480.27,496268.10656,2167714.7639,66047831.222,1505375.0131,57969827.148,0.21976032434,0.031129370721,-0.011630014065,0.049429424688
usa41,ok,,36.961396782,716045925.61,108652.68938,814641.54959,64396603.74,392746.70877,51797027.455,0.21403508688,0.032206670382,0.024344718706,0.053579024784
vr9,ok,,36.008878443,697592973.75,89067.48205,406894.88151,63295122.954,233057.40415,48300148.919,0.20989537444,0.0022085898021,0.071317205999,0.0036811928436
waspsm,ok,,38.791953283,751508939.42,244052.14902,1043413.6118,66926522.602,717410.77667,59182217.385,0.2317632849,0.020966942933,0.0085820289665,0.03641827589
ys930,ok,,38.409991298,744109264.44,272944.61509,1067422.0354,66111393.853,777700.22386,57303309.881,0.23168750837,0.01915137795,0.11223346454,0.031970578288
zv15_35,ok,,38.840288494,752445328.03,646825.55634,2642052.9035,66196654.542,1912160.9299,58707063.34,0.21501580981,-0.0014939399064,-0.055797493152,-0.004507510629
bw3,error,Case failed and returned no VABS output.,,,,,,,,,,,
